DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
13-OCT-2015,FUTSTK,BHARATFORG,29-OCT-2015,934.75
13-OCT-2015,FUTSTK,BHARATFORG,26-NOV-2015,939.20
13-OCT-2015,FUTSTK,BHARATFORG,31-DEC-2015,949.75
13-OCT-2015,FUTSTK,BHARTIARTL,29-OCT-2015,346.70
13-OCT-2015,FUTSTK,BHARTIARTL,26-NOV-2015,348.00
13-OCT-2015,FUTSTK,BHARTIARTL,31-DEC-2015,350.95
13-OCT-2015,FUTSTK,BHEL,29-OCT-2015,208.70
13-OCT-2015,FUTSTK,BHEL,26-NOV-2015,208.05
13-OCT-2015,FUTSTK,BHEL,31-DEC-2015,207.15
13-OCT-2015,FUTSTK,BIOCON,29-OCT-2015,438.30
13-OCT-2015,FUTSTK,BIOCON,26-NOV-2015,440.10
13-OCT-2015,FUTSTK,BIOCON,31-DEC-2015,444.80
13-OCT-2015,FUTSTK,BOSCHLTD,29-OCT-2015,21286.80
13-OCT-2015,FUTSTK,BOSCHLTD,26-NOV-2015,21335.35
13-OCT-2015,FUTSTK,BOSCHLTD,31-DEC-2015,21561.70
13-OCT-2015,FUTSTK,BPCL,29-OCT-2015,865.90
13-OCT-2015,FUTSTK,BPCL,26-NOV-2015,870.50
13-OCT-2015,FUTSTK,BPCL,31-DEC-2015,877.15
13-OCT-2015,FUTSTK,BRITANNIA,29-OCT-2015,3130.40
13-OCT-2015,FUTSTK,BRITANNIA,26-NOV-2015,3139.45
13-OCT-2015,FUTSTK,BRITANNIA,31-DEC-2015,3164.25
13-OCT-2015,FUTSTK,CADILAHC,29-OCT-2015,421.35
13-OCT-2015,FUTSTK,CADILAHC,26-NOV-2015,423.10
13-OCT-2015,FUTSTK,CADILAHC,31-DEC-2015,426.05
13-OCT-2015,FUTSTK,CAIRN,29-OCT-2015,165.00
13-OCT-2015,FUTSTK,CAIRN,26-NOV-2015,165.05
13-OCT-2015,FUTSTK,CAIRN,31-DEC-2015,167.65
13-OCT-2015,FUTSTK,CANBK,29-OCT-2015,298.95
13-OCT-2015,FUTSTK,CANBK,26-NOV-2015,299.80
13-OCT-2015,FUTSTK,CANBK,31-DEC-2015,302.20
13-OCT-2015,FUTSTK,CASTROLIND,29-OCT-2015,436.80
13-OCT-2015,FUTSTK,CASTROLIND,26-NOV-2015,439.45
13-OCT-2015,FUTSTK,CASTROLIND,31-DEC-2015,441.35
13-OCT-2015,FUTSTK,CEATLTD,29-OCT-2015,1223.95
13-OCT-2015,FUTSTK,CEATLTD,26-NOV-2015,1228.85
13-OCT-2015,FUTSTK,CEATLTD,31-DEC-2015,1238.65
13-OCT-2015,FUTSTK,CENTURYTEX,29-OCT-2015,538.90
13-OCT-2015,FUTSTK,CENTURYTEX,26-NOV-2015,542.20
13-OCT-2015,FUTSTK,CENTURYTEX,31-DEC-2015,545.00
13-OCT-2015,FUTSTK,CESC,29-OCT-2015,587.50
13-OCT-2015,FUTSTK,CESC,26-NOV-2015,590.60
13-OCT-2015,FUTSTK,CESC,31-DEC-2015,597.30
13-OCT-2015,FUTSTK,CIPLA,29-OCT-2015,681.15
13-OCT-2015,FUTSTK,CIPLA,26-NOV-2015,684.55
13-OCT-2015,FUTSTK,CIPLA,31-DEC-2015,689.80
13-OCT-2015,FUTSTK,COALINDIA,29-OCT-2015,341.50
13-OCT-2015,FUTSTK,COALINDIA,26-NOV-2015,342.85
13-OCT-2015,FUTSTK,COALINDIA,31-DEC-2015,345.75
13-OCT-2015,FUTSTK,COLPAL,29-OCT-2015,920.50
13-OCT-2015,FUTSTK,COLPAL,26-NOV-2015,923.90
13-OCT-2015,FUTSTK,COLPAL,31-DEC-2015,931.40
13-OCT-2015,FUTSTK,CROMPGREAV,29-OCT-2015,179.40
13-OCT-2015,FUTSTK,CROMPGREAV,26-NOV-2015,178.85
13-OCT-2015,FUTSTK,CROMPGREAV,31-DEC-2015,181.80
13-OCT-2015,FUTSTK,DABUR,29-OCT-2015,272.35
13-OCT-2015,FUTSTK,DABUR,26-NOV-2015,273.85
13-OCT-2015,FUTSTK,DABUR,31-DEC-2015,275.30
13-OCT-2015,FUTSTK,DHFL,29-OCT-2015,226.80
13-OCT-2015,FUTSTK,DHFL,26-NOV-2015,226.00
13-OCT-2015,FUTSTK,DHFL,31-DEC-2015,230.15
13-OCT-2015,FUTSTK,DISHTV,29-OCT-2015,105.25
13-OCT-2015,FUTSTK,DISHTV,26-NOV-2015,105.75
13-OCT-2015,FUTSTK,DISHTV,31-DEC-2015,106.35
13-OCT-2015,FUTSTK,DIVISLAB,29-OCT-2015,1098.50
13-OCT-2015,FUTSTK,DIVISLAB,26-NOV-2015,1105.70
13-OCT-2015,FUTSTK,DIVISLAB,31-DEC-2015,1113.40
13-OCT-2015,FUTSTK,DLF,29-OCT-2015,136.90
13-OCT-2015,FUTSTK,DLF,26-NOV-2015,136.70
13-OCT-2015,FUTSTK,DLF,31-DEC-2015,139.05
13-OCT-2015,FUTSTK,DRREDDY,29-OCT-2015,4233.65
13-OCT-2015,FUTSTK,DRREDDY,26-NOV-2015,4256.50
13-OCT-2015,FUTSTK,DRREDDY,31-DEC-2015,4294.85
13-OCT-2015,FUTSTK,EICHERMOT,29-OCT-2015,17912.70
13-OCT-2015,FUTSTK,EICHERMOT,26-NOV-2015,17987.90
13-OCT-2015,FUTSTK,EICHERMOT,31-DEC-2015,18101.80
13-OCT-2015,FUTSTK,ENGINERSIN,29-OCT-2015,203.85
13-OCT-2015,FUTSTK,ENGINERSIN,26-NOV-2015,204.80
13-OCT-2015,FUTSTK,ENGINERSIN,31-DEC-2015,206.25
13-OCT-2015,FUTSTK,EXIDEIND,29-OCT-2015,150.15
13-OCT-2015,FUTSTK,EXIDEIND,26-NOV-2015,149.50
13-OCT-2015,FUTSTK,EXIDEIND,31-DEC-2015,153.15
13-OCT-2015,FUTSTK,FEDERALBNK,29-OCT-2015,65.00
13-OCT-2015,FUTSTK,FEDERALBNK,26-NOV-2015,65.25
13-OCT-2015,FUTSTK,FEDERALBNK,31-DEC-2015,65.70
13-OCT-2015,FUTSTK,GAIL,29-OCT-2015,313.70
13-OCT-2015,FUTSTK,GAIL,26-NOV-2015,313.40
13-OCT-2015,FUTSTK,GAIL,31-DEC-2015,314.30
13-OCT-2015,FUTSTK,GLENMARK,29-OCT-2015,1025.20
13-OCT-2015,FUTSTK,GLENMARK,26-NOV-2015,1031.50
13-OCT-2015,FUTSTK,GLENMARK,31-DEC-2015,1040.30
13-OCT-2015,FUTSTK,GMRINFRA,29-OCT-2015,13.70
13-OCT-2015,FUTSTK,GMRINFRA,26-NOV-2015,13.70
13-OCT-2015,FUTSTK,GMRINFRA,31-DEC-2015,13.75
13-OCT-2015,FUTSTK,GODREJIND,29-OCT-2015,348.20
13-OCT-2015,FUTSTK,GODREJIND,26-NOV-2015,344.70
13-OCT-2015,FUTSTK,GODREJIND,31-DEC-2015,358.30
13-OCT-2015,FUTSTK,GRASIM,29-OCT-2015,3657.50
13-OCT-2015,FUTSTK,GRASIM,26-NOV-2015,3677.15
13-OCT-2015,FUTSTK,GRASIM,31-DEC-2015,3702.80
13-OCT-2015,FUTSTK,HAVELLS,29-OCT-2015,266.55
13-OCT-2015,FUTSTK,HAVELLS,26-NOV-2015,266.75
13-OCT-2015,FUTSTK,HAVELLS,31-DEC-2015,270.05
13-OCT-2015,FUTSTK,HCLTECH,29-OCT-2015,828.95
13-OCT-2015,FUTSTK,HCLTECH,26-NOV-2015,834.15
13-OCT-2015,FUTSTK,HCLTECH,31-DEC-2015,843.05
13-OCT-2015,FUTSTK,HDFC,29-OCT-2015,1280.30
13-OCT-2015,FUTSTK,HDFC,26-NOV-2015,1287.00
13-OCT-2015,FUTSTK,HDFC,31-DEC-2015,1298.90
13-OCT-2015,FUTSTK,HDFCBANK,29-OCT-2015,1081.50
13-OCT-2015,FUTSTK,HDFCBANK,26-NOV-2015,1088.15
13-OCT-2015,FUTSTK,HDFCBANK,31-DEC-2015,1093.35
13-OCT-2015,FUTSTK,HDIL,29-OCT-2015,76.90
13-OCT-2015,FUTSTK,HDIL,26-NOV-2015,77.20
13-OCT-2015,FUTSTK,HDIL,31-DEC-2015,77.90
13-OCT-2015,FUTSTK,HEROMOTOCO,29-OCT-2015,2550.20
13-OCT-2015,FUTSTK,HEROMOTOCO,26-NOV-2015,2562.05
13-OCT-2015,FUTSTK,HEROMOTOCO,31-DEC-2015,2578.85
13-OCT-2015,FUTSTK,HEXAWARE,29-OCT-2015,244.25
13-OCT-2015,FUTSTK,HEXAWARE,26-NOV-2015,245.60
13-OCT-2015,FUTSTK,HEXAWARE,31-DEC-2015,247.65
13-OCT-2015,FUTSTK,HINDALCO,29-OCT-2015,86.30
13-OCT-2015,FUTSTK,HINDALCO,26-NOV-2015,86.80
13-OCT-2015,FUTSTK,HINDALCO,31-DEC-2015,87.05
13-OCT-2015,FUTSTK,HINDPETRO,29-OCT-2015,772.75
13-OCT-2015,FUTSTK,HINDPETRO,26-NOV-2015,778.00
13-OCT-2015,FUTSTK,HINDPETRO,31-DEC-2015,783.05
13-OCT-2015,FUTSTK,HINDUNILVR,29-OCT-2015,809.00
13-OCT-2015,FUTSTK,HINDUNILVR,26-NOV-2015,813.70
13-OCT-2015,FUTSTK,HINDUNILVR,31-DEC-2015,825.75
13-OCT-2015,FUTSTK,HINDZINC,29-OCT-2015,151.15
13-OCT-2015,FUTSTK,HINDZINC,26-NOV-2015,151.65
13-OCT-2015,FUTSTK,HINDZINC,31-DEC-2015,155.25
13-OCT-2015,FUTSTK,IBREALEST,29-OCT-2015,67.75
13-OCT-2015,FUTSTK,IBREALEST,26-NOV-2015,67.95
13-OCT-2015,FUTSTK,IBREALEST,31-DEC-2015,68.45
13-OCT-2015,FUTSTK,IBULHSGFIN,29-OCT-2015,736.70
13-OCT-2015,FUTSTK,IBULHSGFIN,26-NOV-2015,735.55
13-OCT-2015,FUTSTK,IBULHSGFIN,31-DEC-2015,744.85
13-OCT-2015,FUTSTK,ICICIBANK,29-OCT-2015,287.55
13-OCT-2015,FUTSTK,ICICIBANK,26-NOV-2015,289.15
13-OCT-2015,FUTSTK,ICICIBANK,31-DEC-2015,292.00
13-OCT-2015,FUTSTK,IDBI,29-OCT-2015,77.65
13-OCT-2015,FUTSTK,IDBI,26-NOV-2015,78.25
13-OCT-2015,FUTSTK,IDBI,31-DEC-2015,78.55
13-OCT-2015,FUTSTK,IDEA,29-OCT-2015,152.45
13-OCT-2015,FUTSTK,IDEA,26-NOV-2015,153.20
13-OCT-2015,FUTSTK,IDEA,31-DEC-2015,155.10
13-OCT-2015,FUTSTK,IDFC,29-OCT-2015,61.80
13-OCT-2015,FUTSTK,IDFC,26-NOV-2015,62.05
13-OCT-2015,FUTSTK,IDFC,31-DEC-2015,62.40
13-OCT-2015,FUTSTK,IFCI,29-OCT-2015,24.15
13-OCT-2015,FUTSTK,IFCI,26-NOV-2015,24.35
13-OCT-2015,FUTSTK,IFCI,31-DEC-2015,24.50
13-OCT-2015,FUTSTK,IGL,29-OCT-2015,472.50
13-OCT-2015,FUTSTK,IGL,26-NOV-2015,475.70
13-OCT-2015,FUTSTK,IGL,31-DEC-2015,479.00
13-OCT-2015,FUTSTK,INDIACEM,29-OCT-2015,78.90
13-OCT-2015,FUTSTK,INDIACEM,26-NOV-2015,79.25
13-OCT-2015,FUTSTK,INDIACEM,31-DEC-2015,79.70
13-OCT-2015,FUTSTK,INDUSINDBK,29-OCT-2015,950.25
13-OCT-2015,FUTSTK,INDUSINDBK,26-NOV-2015,953.70
13-OCT-2015,FUTSTK,INDUSINDBK,31-DEC-2015,960.90
13-OCT-2015,FUTSTK,INFRATEL,29-OCT-2015,400.15
13-OCT-2015,FUTSTK,INFRATEL,26-NOV-2015,402.25
13-OCT-2015,FUTSTK,INFRATEL,31-DEC-2015,405.05
13-OCT-2015,FUTSTK,INFY,29-OCT-2015,1093.55
13-OCT-2015,FUTSTK,INFY,26-NOV-2015,1099.30
13-OCT-2015,FUTSTK,INFY,31-DEC-2015,1103.30
13-OCT-2015,FUTSTK,IOB,29-OCT-2015,37.05
13-OCT-2015,FUTSTK,IOB,26-NOV-2015,36.70
13-OCT-2015,FUTSTK,IOB,31-DEC-2015,37.75
13-OCT-2015,FUTSTK,IOC,29-OCT-2015,400.30
13-OCT-2015,FUTSTK,IOC,26-NOV-2015,403.50
13-OCT-2015,FUTSTK,IOC,31-DEC-2015,406.30
13-OCT-2015,FUTSTK,IRB,29-OCT-2015,252.95
13-OCT-2015,FUTSTK,IRB,26-NOV-2015,254.35
13-OCT-2015,FUTSTK,IRB,31-DEC-2015,256.10
13-OCT-2015,FUTSTK,ITC,29-OCT-2015,344.30
13-OCT-2015,FUTSTK,ITC,26-NOV-2015,346.20
13-OCT-2015,FUTSTK,ITC,31-DEC-2015,349.50
13-OCT-2015,FUTSTK,JINDALSTEL,29-OCT-2015,74.80
13-OCT-2015,FUTSTK,JINDALSTEL,26-NOV-2015,75.15
13-OCT-2015,FUTSTK,JINDALSTEL,31-DEC-2015,75.80
13-OCT-2015,FUTSTK,JISLJALEQS,29-OCT-2015,67.70
13-OCT-2015,FUTSTK,JISLJALEQS,26-NOV-2015,68.10
13-OCT-2015,FUTSTK,JISLJALEQS,31-DEC-2015,68.45
13-OCT-2015,FUTSTK,JPASSOCIAT,29-OCT-2015,14.00
13-OCT-2015,FUTSTK,JPASSOCIAT,26-NOV-2015,14.05
13-OCT-2015,FUTSTK,JPASSOCIAT,31-DEC-2015,14.15
13-OCT-2015,FUTSTK,JSWENERGY,29-OCT-2015,90.95
13-OCT-2015,FUTSTK,JSWENERGY,26-NOV-2015,91.55
13-OCT-2015,FUTSTK,JSWENERGY,31-DEC-2015,92.20
13-OCT-2015,FUTSTK,JSWSTEEL,29-OCT-2015,922.05
13-OCT-2015,FUTSTK,JSWSTEEL,26-NOV-2015,925.75
13-OCT-2015,FUTSTK,JSWSTEEL,31-DEC-2015,932.05
13-OCT-2015,FUTSTK,JUBLFOOD,29-OCT-2015,1554.75
13-OCT-2015,FUTSTK,JUBLFOOD,26-NOV-2015,1562.45
13-OCT-2015,FUTSTK,JUBLFOOD,31-DEC-2015,1573.35
13-OCT-2015,FUTSTK,JUSTDIAL,29-OCT-2015,1029.95
13-OCT-2015,FUTSTK,JUSTDIAL,26-NOV-2015,1012.25
13-OCT-2015,FUTSTK,JUSTDIAL,31-DEC-2015,1086.05
13-OCT-2015,FUTSTK,KOTAKBANK,29-OCT-2015,656.85
13-OCT-2015,FUTSTK,KOTAKBANK,26-NOV-2015,660.65
13-OCT-2015,FUTSTK,KOTAKBANK,31-DEC-2015,666.45
13-OCT-2015,FUTSTK,KSCL,29-OCT-2015,495.70
13-OCT-2015,FUTSTK,KSCL,26-NOV-2015,496.00
13-OCT-2015,FUTSTK,KSCL,31-DEC-2015,501.00
13-OCT-2015,FUTSTK,KTKBANK,29-OCT-2015,131.10
13-OCT-2015,FUTSTK,KTKBANK,26-NOV-2015,131.70
13-OCT-2015,FUTSTK,KTKBANK,31-DEC-2015,132.40
13-OCT-2015,FUTSTK,L&TFH,29-OCT-2015,68.35
13-OCT-2015,FUTSTK,L&TFH,26-NOV-2015,68.75
13-OCT-2015,FUTSTK,L&TFH,31-DEC-2015,69.20
13-OCT-2015,FUTSTK,LICHSGFIN,29-OCT-2015,477.55
13-OCT-2015,FUTSTK,LICHSGFIN,26-NOV-2015,480.60
13-OCT-2015,FUTSTK,LICHSGFIN,31-DEC-2015,482.60
13-OCT-2015,FUTSTK,LT,29-OCT-2015,1547.45
13-OCT-2015,FUTSTK,LT,26-NOV-2015,1555.35
13-OCT-2015,FUTSTK,LT,31-DEC-2015,1563.00
13-OCT-2015,FUTSTK,LUPIN,29-OCT-2015,2037.10
13-OCT-2015,FUTSTK,LUPIN,26-NOV-2015,2047.05
13-OCT-2015,FUTSTK,LUPIN,31-DEC-2015,2060.30
13-OCT-2015,FUTSTK,M&M,29-OCT-2015,1284.65
13-OCT-2015,FUTSTK,M&M,26-NOV-2015,1291.00
13-OCT-2015,FUTSTK,M&M,31-DEC-2015,1303.25
13-OCT-2015,FUTSTK,M&MFIN,29-OCT-2015,231.25
13-OCT-2015,FUTSTK,M&MFIN,26-NOV-2015,231.00
13-OCT-2015,FUTSTK,M&MFIN,31-DEC-2015,236.80
13-OCT-2015,FUTSTK,MARICO,29-OCT-2015,391.65
13-OCT-2015,FUTSTK,MARICO,26-NOV-2015,394.70
13-OCT-2015,FUTSTK,MARICO,31-DEC-2015,397.45
13-OCT-2015,FUTSTK,MARUTI,29-OCT-2015,4293.60
13-OCT-2015,FUTSTK,MARUTI,26-NOV-2015,4310.40
13-OCT-2015,FUTSTK,MARUTI,31-DEC-2015,4344.95
13-OCT-2015,FUTSTK,MCLEODRUSS,29-OCT-2015,171.15
13-OCT-2015,FUTSTK,MCLEODRUSS,26-NOV-2015,171.70
13-OCT-2015,FUTSTK,MCLEODRUSS,31-DEC-2015,172.90
13-OCT-2015,FUTSTK,MINDTREE,29-OCT-2015,1413.15
13-OCT-2015,FUTSTK,MINDTREE,26-NOV-2015,1425.35
13-OCT-2015,FUTSTK,MINDTREE,31-DEC-2015,1432.00
13-OCT-2015,FUTSTK,MOTHERSUMI,29-OCT-2015,252.25
13-OCT-2015,FUTSTK,MOTHERSUMI,26-NOV-2015,254.00
13-OCT-2015,FUTSTK,MOTHERSUMI,31-DEC-2015,255.95
13-OCT-2015,FUTSTK,MRF,29-OCT-2015,41405.10
13-OCT-2015,FUTSTK,MRF,26-NOV-2015,41541.50
13-OCT-2015,FUTSTK,MRF,31-DEC-2015,41830.90
13-OCT-2015,FUTSTK,NCC,29-OCT-2015,81.50
13-OCT-2015,FUTSTK,NCC,26-NOV-2015,81.85
13-OCT-2015,FUTSTK,NCC,31-DEC-2015,82.40
13-OCT-2015,FUTSTK,NHPC,29-OCT-2015,17.45
13-OCT-2015,FUTSTK,NHPC,26-NOV-2015,17.55
13-OCT-2015,FUTSTK,NHPC,31-DEC-2015,17.70
13-OCT-2015,FUTSTK,NMDC,29-OCT-2015,97.40
13-OCT-2015,FUTSTK,NMDC,26-NOV-2015,95.90
13-OCT-2015,FUTSTK,NMDC,31-DEC-2015,100.70
13-OCT-2015,FUTSTK,NTPC,29-OCT-2015,127.60
13-OCT-2015,FUTSTK,NTPC,26-NOV-2015,128.10
13-OCT-2015,FUTSTK,NTPC,31-DEC-2015,129.50
13-OCT-2015,FUTSTK,OFSS,29-OCT-2015,3860.70
13-OCT-2015,FUTSTK,OFSS,26-NOV-2015,3895.40
13-OCT-2015,FUTSTK,OFSS,31-DEC-2015,3922.55
13-OCT-2015,FUTSTK,OIL,29-OCT-2015,448.20
13-OCT-2015,FUTSTK,OIL,26-NOV-2015,453.25
13-OCT-2015,FUTSTK,OIL,31-DEC-2015,456.40
13-OCT-2015,FUTSTK,ONGC,29-OCT-2015,254.95
13-OCT-2015,FUTSTK,ONGC,26-NOV-2015,256.15
13-OCT-2015,FUTSTK,ONGC,31-DEC-2015,257.95
13-OCT-2015,FUTSTK,ORIENTBANK,29-OCT-2015,144.05
13-OCT-2015,FUTSTK,ORIENTBANK,26-NOV-2015,144.50
13-OCT-2015,FUTSTK,ORIENTBANK,31-DEC-2015,145.65
13-OCT-2015,FUTSTK,PAGEIND,29-OCT-2015,14198.80
