SERIES,SYMBOL,SECURITY,RECORD_DT,BC_STRT_DT,BC_END_DT,EX_DT,ND_STRT_DT,ND_END_DT,PURPOSE
BE,SURANACORP,Surana Corporation Limite, ,10/09/2015,22/09/2015,08/09/2015, , ,ANNUAL GENERAL MEETING   
BE,GOKUL,Gokul Refoils and Solvent, ,19/09/2015,26/09/2015,16/09/2015, , ,AGM/SCHEME OF ARRNGMT    
BE,ALMONDZ,Almondz Global Securities, ,23/09/2015,29/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,REISIXTEN,REI Six Ten Retail Limite, ,28/09/2015,29/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ARSSINFRA,ARSS Infra Proj. Ltd, ,15/09/2015,18/09/2015,11/09/2015, , ,ANNUAL GENERAL MEETING   
BE,GEECEE,GeeCee Ventures Limited, ,07/09/2015,15/09/2015,03/09/2015, , ,AGM/DIV-RS 1.50 PER SHARE
BE,SMPL,Sujana Metal Products Ltd, ,29/09/2015,29/09/2015,24/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SPECTACLE,Spectacle Venture Limited, ,23/09/2015,30/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SUNDARAM,Sundaram Multi Pap Ltd, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MANDHANA,Mandhana Indus. Ltd, ,24/09/2015,30/09/2015,22/09/2015, , ,AGM/DIV-RS 2 PER SHARE   
BE,SJVN,SJVN Ltd, ,16/09/2015,22/09/2015,14/09/2015, , ,AGM/DIV-RE 0.42 PER SHARE
BE,GALLISPAT,Gallantt Ispat Ltd, ,22/09/2015,28/09/2015,18/09/2015, , ,AGM/DIV-RE 1 PER SHARE   
BE,CANTABIL,Cantabil Retail Ltd, ,24/09/2015,30/09/2015,22/09/2015, , ,Annual General Meeting   
BE,BEDMUTHA,Bedmutha Indust Ltd, ,19/09/2015,25/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,OMKARCHEM,Omkar Spl Chem Ltd, ,19/09/2015,26/09/2015,16/09/2015, , ,AGM/DIV-RS 1.50 PER SHARE
BE,RAINBOWPAP,Rainbow Papers Ltd, ,21/09/2015,28/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,GEINDSYS,GEI Ind Systems Ltd, ,22/09/2015,28/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SKSMICRO,SKS Microfinance Ltd, ,16/09/2015,23/09/2015,14/09/2015, , ,ANNUAL GENERAL MEETING   
BE,IITL,Industrial Inv Trust Ltd, ,09/09/2015,16/09/2015,07/09/2015, , ,AGM/DIV-RE 1 PER SHARE   
BE,FARMAXIND,Farmax India Ltd, ,26/09/2015,30/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,GAL,Gyscoal Alloys Ltd, ,25/09/2015,30/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ASIANHOTNR,Asian Hotels (North) Ltd, ,15/09/2015,21/09/2015,11/09/2015, , ,ANNUAL GENERAL MEETING   
BE,PIONDIST,Pioneer Dist Ltd, ,23/09/2015,30/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ANGIND,ANG Industries Limited, ,16/09/2015,21/09/2015,14/09/2015, , ,ANNUAL GENERAL MEETING   
BE,COALINDIA,Coal India Ltd, ,14/09/2015,23/09/2015,10/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SGJHL,SH GANESH JEWEL HOUS(I)LT, ,18/09/2015,24/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,UGARSUGAR,The Ugar Sugar Works Ltd, ,18/09/2015,25/09/2015,15/09/2015, , ,Annual General Meeting   
BE,PRAKASHSTL,Prakash Steelage Ltd, ,23/09/2015,29/09/2015,21/09/2015, , ,AGM/DIV RE 0.50 PER SHARE
BE,GOENKA,Goenka Diamond&Jewels Ltd, ,23/09/2015,30/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,PARABDRUGS,Parabolic Drugs Ltd, ,23/09/2015,29/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,CURATECH,Cura Technologies Ltd, ,23/09/2015,30/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,JAMNAAUTO,Jamna Auto Ind Ltd, ,25/09/2015,28/09/2015,23/09/2015, , ,AGM/DIV-RS.2.20 PER SHARE
BE,SUMEETINDS,Sumeet Ind Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,TECHNOFAB,Technofab Eng Ltd, ,19/09/2015,25/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,TI,Tilaknagar Industries Ltd, ,19/09/2015,26/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ADFFOODS,ADF Foods Limited, ,23/09/2015,30/09/2015,21/09/2015, , ,AGM/DIV-RS 1.50 PER SHARE
BE,KTIL,Kesar Ter & Infra Ltd, ,16/09/2015,23/09/2015,14/09/2015, , ,DIV-RS 3.50 PER SHARE    
BE,RKDL,Ravi Kumar Distilleries, ,24/09/2015,28/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,BFINVEST,BF Investment Limited, ,19/09/2015,19/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,BLISSGVS,Bliss GVS Pharma Ltd, ,10/09/2015,16/09/2015,08/09/2015, , ,AGM/DIV-RE 0.50 PER SHARE
BE,USHERAGRO,Usher Agro Ltd, ,21/09/2015,28/09/2015,16/09/2015, , ,AGM/DIV-RE 0.50 PER SHARE
BE,INDOSOLAR,Indosolar Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,KILITCH,Kilitch Drugs India Ltd, ,23/09/2015,30/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ORISSAMINE,Orissa Min Dev Co Ltd, ,16/09/2015,22/09/2015,14/09/2015, , ,AGM/DIV-RS 4.43 PER SHARE
BE,NITESHEST,Nitesh Estates Ltd, ,22/09/2015,28/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,DIAPOWER,Diamond Power Infra Ltd, ,25/09/2015,30/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,IL&FSENGG,IL&FS Eng and Cons Co Ltd, ,16/09/2015,19/09/2015,14/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MANALIPETC,Manali Petrochemicals Lt, ,14/09/2015,23/09/2015,10/09/2015, , ,AGM/DIV-RE 0.50 PER SHARE
BE,BLUECOAST,Blue Coast Hotels and Res, ,23/09/2015,30/09/2015,21/09/2015, , ,ANNUAL GENERAL EETING    
BE,INDUSFILA,Indus Fila Limited, ,26/09/2015,30/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,IDEA,Idea Cellular Limited, ,22/09/2015,28/09/2015,18/09/2015, , ,AGM/DIV-RE 0.60 PER SHARE
BE,EUROCERA,Euro Ceramics Limited, ,23/09/2015,29/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,DEEPIND,Deep Industries Ltd, ,24/09/2015,30/09/2015,22/09/2015, , ,AGM/DIV-RE 1 PER SHARE   
BE,TEXMOPIPES,Texmo Pipe & Products Ltd, ,22/09/2015,27/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,PVP,PVP Ventures Limited, ,25/09/2015,29/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ABHISHEK,Abhishek Corporation Ltd., ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,HSIL,HSIL LIMITED, ,16/09/2015,23/09/2015,14/09/2015, , ,AGM/DIV RS 3.50 PER SHARE
BE,SUNTECK,Sunteck Realty Limited, ,25/09/2015,29/09/2015,23/09/2015, , ,AGM/DIV-RE 1 PER SHARE   
BE,MVL,MVL Limited, ,25/09/2015,30/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ARCHIDPLY,Archidply Industries Limi, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,INSECTICID,Insecticides (India) Limi, ,14/09/2015,22/09/2015,10/09/2015, , ,AGM/DIV-RS 2.50 PER SHARE
BE,DEN,Den Networks Ltd, ,22/09/2015,26/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,FIRSTWIN,First Winner Industries L, ,21/09/2015,28/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,LOTUSEYE,Lotus Eye Care Hospital L, ,22/09/2015,28/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ASTEC,Astec LifeSciences Ltd, ,18/09/2015,22/09/2015,15/09/2015, , ,AGM/DIV-RS 1.25 PER SHARE
BE,AUSOMENT,Ausom Enterprise Limited, ,24/09/2015,29/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,UBL,United Breweries Limited, ,16/09/2015,22/09/2015,14/09/2015, , ,AGM/DIV-RE 1 PER SHARE   
BE,SHILPAMED,Shilpa Medicare Ltd, ,21/09/2015,28/09/2015,16/09/2015, , ,AGM/DIV-RS 1.10 PER SHARE
BE,REFEX,Refex Industries Limited, ,26/09/2015,30/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,TANTIACONS,Tantia Constructions Limi, ,22/09/2015,29/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SHRIRAMEPC,Shriram EPC Limited, ,18/09/2015,24/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,OISL,OCL Iron and Steel Limite, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,LPDC,Landmark Property Develop, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,COX&KINGS,Cox & Kings Limited, ,19/09/2015,25/09/2015,16/09/2015, , ,AGM/DIV-RE 1 PER SHARE   
BE,AHLUCONT,Ahluwalia Cont Ind Ltd, ,23/09/2015,30/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,BANG,Bang Overseas Limited, ,24/09/2015,29/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,IRB,IRB Infrastructure Develo, ,19/09/2015,23/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,JAYNECOIND,Jayaswal Neco Industr Ltd, ,23/09/2015,29/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SICAGEN,Sicagen India Limited, ,14/09/2015,23/09/2015,10/09/2015, , ,DIV-RE 0.60 PER SHARE    
BE,NUTEK,Nu Tek India Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,OFSS,Oracle Fin Serv Soft Ltd., ,07/09/2015,11/09/2015,03/09/2015, , ,AGM/DIV-RS 180 PER SHARE 
BE,AJMERA,Ajmera Realty & Inf I Ltd, ,19/09/2015,25/09/2015,16/09/2015, , ,AGM/DIV-RS 1.70 PER SHARE
BE,CAREERP,Career Point Limited, ,19/09/2015,26/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,TATACOMM,Tata Communications Ltd., ,26/09/2015,29/09/2015,23/09/2015, , ,AGM/DIV-RS 5.50 PER SHARE
BE,AMDIND,AMD Industries Limited, ,22/09/2015,29/09/2015,18/09/2015, , ,AGM/DIV-RE 0.90 PER SHARE
BE,GOLDENTOBC,Golden Tobacco Limited, ,21/09/2015,25/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,20MICRONS,20 Microns Limited, ,18/09/2015,25/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,BAYERCROP,Bayer Cropscience Ltd, ,05/09/2015,15/09/2015,03/09/2015, , ,AGM/DIV-RS 17 PER SHARE  
BE,GOLDINFRA,Goldstone Infratech Ltd., ,23/09/2015,29/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,NMDC,NMDC Limited, ,23/09/2015,29/09/2015,21/09/2015, , ,AGM/DIV-RS 1.30 PER SHARE
BE,SHALPAINTS,ShalimarPaints-RollSett, ,23/09/2015,28/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,NAHARCAP,Nahar Capital and Financi, ,12/09/2015,22/09/2015,10/09/2015, , ,AGM/DIV-RS 1.50 PER SHARE
BE,INDBANK,IndbankMerchant-Roll Sett, ,20/09/2015,26/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MEP,MEP Infra. Developers Ltd, ,19/09/2015,23/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,RAJOIL,Raj Oil Mills Limited, ,24/09/2015,29/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SOTL,Savita Oil Technologies L, ,05/09/2015,12/09/2015,03/09/2015, , ,AGM/DIV-RS 2.50 PER SHARE
BE,PDUMJEIND,Pudumjee Industries Ltd, ,15/09/2015,21/09/2015,11/09/2015, , ,Annual General Meeting   
BE,ALKALI,Alkali Metals Limited, ,14/09/2015,19/09/2015,10/09/2015, , ,ANNUAL GENERAL MEETING   
BE,NHPC,NHPC Ltd, ,12/09/2015,23/09/2015,10/09/2015, , ,AGM/DIV-RE 0.40 PER SHARE
BE,KWALITY,Kwality Limited, ,25/09/2015,30/09/2015,23/09/2015, , ,AGM/DIV-RE 0.10 PER SHARE
BE,RECLTD,Rural Electrification Cor, ,11/09/2015,16/09/2015,09/09/2015, , ,AGM/DIV-RS 2.70 PER SHARE
BE,REIAGROLTD,Rei Agro Limited, ,28/09/2015,29/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,JIKIND,JIK Industries Limited, ,21/09/2015,30/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,DELTACORP,Delta Corp Limited, ,19/09/2015,25/09/2015,16/09/2015, , ,AGM/DIV-RE 0.10 PER SHARE
BE,OIL,Oil India Ltd, ,19/09/2015,26/09/2015,16/09/2015, , ,AGM/DIV-RS 10 PER SHARE  
BE,MMTC,MMTC Limited, ,19/09/2015,29/09/2015,16/09/2015, , ,AGM/DIV-RE 0.25 PER SHARE
BE,TRF,TRF Limited, ,15/09/2015,18/09/2015,11/09/2015, , ,ANNUAL GENERAL MEETING   
BE,BALLARPUR,Ballarpur Industries Limi, ,24/09/2015,30/09/2015,22/09/2015, , ,AGM/DIV-RE 0.20 PER SHARE
BE,SITASHREE,Sita Shree Food Products, ,21/09/2015,30/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,GISOLUTION,GI Engineering Solutions, ,22/09/2015,29/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,JPPOWER, Jaiprakash Power Ven. Lt, ,05/09/2015,12/09/2015,03/09/2015, , ,ANNUAL GENERAL MEETING   
BE,RPPINFRA,R.P.P. Infra Projects Ltd, ,10/09/2015,14/09/2015,08/09/2015, , ,AGM/DIV-RE 0.50 PER SHARE
BE,KSCL,Kaveri Seed Company Limit, ,26/09/2015,29/09/2015,23/09/2015, , ,AGM/DIV-RS 2.50 PER SHARE
BE,POWERGRID,Power Grid Corporation of, ,09/09/2015,15/09/2015,07/09/2015, , ,AGM/DIV-RS 1.31 PER SHARE
BE,ACE,Action Construction Equip, ,18/09/2015,25/09/2015,15/09/2015, , ,AGM/DIV-RE 0.20 PER SHARE
BE,ANANTRAJ,Anant Raj Industries Limi, ,24/09/2015,30/09/2015,22/09/2015, , ,AGM/DIV-RE 0.24 PER SHARE
BE,ICSA,ICSA (India) Limited, ,23/09/2015,30/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,CLUTCHAUTO,Clutch Auto Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SANGHVIMOV,Sanghvi Movers Ltd., ,09/09/2015,23/09/2015,07/09/2015, , ,AGM/DIV-RE 0.50 PER SHARE
BE,BAGFILMS,B.A.G Films and Media Ltd, ,17/09/2015,23/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,WANBURY,Wanbury Limited, ,22/09/2015,28/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,BILPOWER,Bilpower  Limited, ,25/09/2015,29/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,AUTOIND,Autoline Industries Limit, ,26/09/2015,29/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SAGCEM,SagarCements-Roll Sett, ,17/09/2015,23/09/2015,15/09/2015, , ,AGM/DIV-RS 2.50 PER SHARE
BE,HILTON,Hilton Metal Forging Limi, ,23/09/2015,29/09/2015,21/09/2015, , ,AGM/DIV RE 0.25 PER SHARE
BE,CCCL,Consolidated Construction, ,24/09/2015,26/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SUPREMEINF,Supreme Infrastructure In, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MANGCHEFER,Mangalore Chemicals & Fer, ,19/09/2015,29/09/2015,16/09/2015, , ,AGM/DIV RE 0.60 PER SHARE
BE,TALBROAUTO,Talbros Automotive Compon, ,18/09/2015,25/09/2015,15/09/2015, , ,AGM/DIV-RS 1.50 PER SHARE
BE,MADHUCON,Madhucon Projects Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,AGM/DIV RE 0.10 PER SHARE
BE,PITTILAM,Pitti Laminations Limited, ,22/09/2015,28/09/2015,18/09/2015, , ,AGM/DIV-RE 0.625 PER SH  
BE,NETWORK18,Network18 Media & Inv Ltd, ,21/09/2015,24/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MIC,MIC Electronics Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MCDHOLDING,McDowell Holdings Limited, ,25/09/2015,28/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,KMSUGAR,K.M.Sugar Mills Limited, ,14/09/2015,19/09/2015,10/09/2015, , ,ANNUAL GENERAL MEETING   
BE,DOLPHINOFF,Dolphin Offshore Enterpri, ,23/09/2015,29/09/2015,21/09/2015, , ,Annual General Meeting   
BE,ANSALHSG,Ansal Housing and Constru, ,26/09/2015,30/09/2015,23/09/2015, , ,AGM/DIV RE 0.80 PER SHARE
BE,MBECL,Mcnally Bharat Engineerin, ,21/09/2015,27/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,LAKSHMIEFL,Lakshmi Energy and Foods, ,26/09/2015,29/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,NITINFIRE,Nitin Fire Protection Ind, ,14/09/2015,21/09/2015,10/09/2015, , ,AGM/DIV-RE 0.20 PER SHARE
BE,SABTN,Sri Adhikari Brothers Tel, ,21/09/2015,26/09/2015,16/09/2015, , ,AGM/DIV-RE 0.60 PER SHARE
BE,JCTEL,JCT Electronics Limited, ,22/09/2015,28/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,INFOMEDIA,Infomedia 18 Limited, ,21/09/2015,24/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,FIEMIND,Fiem Industries Limited, ,19/09/2015,25/09/2015,16/09/2015, , ,AGM/DIV-RS 7 PER SHARE   
BE,HANUNG,Hanung Toys and Textiles, ,14/09/2015,18/09/2015,10/09/2015, , ,ANNUAL GENERAL MEETING   
BE,TIIL,Technocraft Industries (I, ,24/09/2015,29/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,TVSSRICHAK,TVS Srichakra Limited, ,12/09/2015,23/09/2015,10/09/2015, , ,AGM/DIV-RS 33.8 PER SHARE
BE,TIMETECHNO,Time Technoplast Limited, ,21/09/2015,26/09/2015,16/09/2015, , ,AGM/DIV-RE 0.50 PER SHARE
BE,NAGREEKEXP,Nagreeka Exports Limited, ,21/09/2015,28/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,RELIGARE,Religare Enterprises Limi, ,07/09/2015,14/09/2015,03/09/2015, , ,ANNUAL GENERAL MEETING   
BE,BVCL,Barak Valley Cements Limi, ,17/09/2015,23/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,GTLINFRA,GTL Infrastructure Limite, ,23/09/2015,23/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SHIVAMAUTO,Shivam Autotech Limited,10/10/2015, , ,08/10/2015, , ,BONUS 1:1                
BE,AARVEEDEN,Aarvee Denims & Exports L, ,21/09/2015,28/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,BBL,Bharat Bijlee Ltd - Depo, ,16/09/2015,22/09/2015,14/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MURLIIND,Murli Industries Limited, ,21/09/2015,30/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,HINDUJAVEN,Hinduja Ventures Limited, ,16/09/2015,23/09/2015,14/09/2015, , ,ANNUAL GENERAL MEETING   
BE,AFL,Accel Frontline Limited, ,23/09/2015,25/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SHYAMTEL,Shyam Telecom Limited, ,25/09/2015,29/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,PFC,Power Finance Corporation, ,18/09/2015,24/09/2015,15/09/2015, , ,AGM/DIV-RE 0.60 PER SHARE
BE,SMSPHARMA,SMS Pharmaceuticals Limit, ,24/09/2015,29/09/2015,22/09/2015, , ,AGM/DIV-RS 2 PER SHARE   
BE,ADVANIHOTR,Advani Hot.& Res.(I) Ltd, ,05/09/2015,16/09/2015,03/09/2015, , ,AGM/DIV-RE 0.12 PER SHARE
BE,JAIHINDPRO,Jaihind Projects Ltd, ,19/09/2015,26/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,GUJAPOLLO,Gujarat Apollo Equip Ltd., ,21/09/2015,26/09/2015,16/09/2015, , ,AGM/DIV-RS 2.50 PER SHARE
BE,SHLAKSHMI,Shri Lakshmi Cotsyn Limit, ,28/09/2015,30/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,RJL,Renaissance Jewellery Lim, ,16/09/2015,23/09/2015,14/09/2015, , ,AGM/DIV-RE 1 PER SHARE   
BE,KOLTEPATIL,Kolte - Patil Developers, ,10/09/2015,16/09/2015,08/09/2015, , ,AGM/DIV RS 2/- PER SHARE 
BE,KAUSHALYA,Kaushalya Infrastructure, ,25/09/2015,29/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,LITL,Lanco Infratech Limited, ,23/09/2015,28/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,GANESHHOUC,Ganesh Housing Corp Ltd, ,19/09/2015,30/09/2015,16/09/2015, , ,DIV-RS 2.60 PER SHARE    
BE,HCIL,Himadri Chem. & Ind. Ltd, ,16/09/2015,22/09/2015,14/09/2015, , ,ANNUAL GENERAL MEETING   
BE,BROADCAST,Broadcast Initiatives Lim, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,RAMSARUP,Ramsarup Industries Limit, ,23/09/2015,30/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MEGASOFT,Megasoft Limited, ,17/09/2015,23/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,PARSVNATH,Parsvnath Developers Limi, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,DAAWAT,LT Foods Limited, ,14/09/2015,18/09/2015,10/09/2015, , ,AGM/DIV-RS 2 PER SHARE   
BE,DONEAR,Donear Industries Limited, ,17/09/2015,25/09/2015,15/09/2015, , ,AGM/DIV-RE 0.20 PER SHARE
BE,RUCHIRA,Ruchira Papers Limited, ,19/09/2015,25/09/2015,16/09/2015, , ,AGM/DIV-RS 1.30 PER SHARE
BE,IBREALEST,Indiabulls Real Estate Li, ,21/09/2015,28/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,NAHARSPING,Nahar Spinning Mills Ltd., ,12/09/2015,22/09/2015,10/09/2015, , ,DIV-RE 1 PER SHARE       
BE,JMTAUTOLTD,JMT Auto Limited, ,22/09/2015,28/09/2015,18/09/2015, , ,ANNUAL BOOK CLOSURE      
BE,ALCHEM,Alchemist Ltd, ,25/09/2015,28/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,EVERONN,Everonn Education Limited, ,22/09/2015,29/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,WSI,W S INDUSTRIES (I) LTD, ,22/09/2015,29/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,DECCANCE,Deccan Cements Ltd, ,16/09/2015,22/09/2015,14/09/2015, , ,AGM/DIV-RS 2.50 PER SHARE
BE,SIMPLEX,Simplex Projects Limited, ,17/09/2015,24/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MAXWELL,Maxwell Industries Ltd., ,19/09/2015,26/09/2015,16/09/2015, , ,AGM/DIV-RE 0.30 PER SHARE
BE,GENUSPOWER,GENUS POWER INFRASTRU LTD, ,21/09/2015,26/09/2015,16/09/2015, , ,AGM/DIV-RE 0.20 PER SHARE
BE,AMBIKCO,Ambika Cotton Mills Limit, ,17/09/2015,23/09/2015,15/09/2015, , ,AGM/DIV-RS 14 PER SHARE  
BE,KAVVERITEL,Kavveri Telecom Products, ,19/09/2015,30/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,THEMISMED,Themis Medicare Limited, ,15/09/2015,21/09/2015,11/09/2015, , ,ANNUAL GENERAL MEETING   
BE,NCLIND,NCL Industries Limited, ,23/09/2015,29/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,BALAMINES,Balaji Amines Limited, ,17/09/2015,23/09/2015,15/09/2015, , ,AGM/DIV-RS 1.20 PER SHARE
BE,ALPA,Alpa Laboratories Limited, ,19/09/2015,30/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,OMAXE,Omaxe Limited, ,24/09/2015,29/09/2015,22/09/2015, , ,AGM/DIV-RE 0.50 PER SHARE
BE,JAIBALAJI,Jai Balaji Industries Ltd, ,19/09/2015,21/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,RPOWER,Reliance Power Limited, ,19/09/2015,30/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,JKIL,J.Kumar Infraprojects Lim, ,09/09/2015,15/09/2015,07/09/2015, , ,AGM/DIV - 4 PER SHARE    
BE,CORDSCABLE,Cords Cable Industries Li, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,KNRCON,KNR Constructions Limited, ,25/09/2015,30/09/2015,23/09/2015, , ,AGM/DIV-RE 1 PER SHARE   
BE,NFL,National Fertilizers Limi, ,17/09/2015,23/09/2015,15/09/2015, , ,AGM/DIV-RE 0.17 PER SHARE
BE,SATHAISPAT,Sathavahana Ispat Ltd, ,16/09/2015,30/09/2015,14/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ESSDEE,Ess Dee Aluminium Limited, ,23/09/2015,29/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ABGSHIP,ABG Shipyard Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,BANSWRAS,Banswara Syntex Limited, ,05/09/2015,12/09/2015,03/09/2015, , ,AGM/DIV RE 1/- PER SHARE 
BE,ELECTHERM,Electrotherm (I) Ltd., ,25/09/2015,30/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
